Event ID,Event Name,Event Category,Corresponding Level 1 Category,Test Event Yes/No,Event Type,Predecessor Event ID,Event Owner,Event Approver,Event Stage,Created On - Date,Created On - Time,Published On - Date,Published On - Time,End Date,End Time,Auction Start Date,Auction Start Time,Awarded On,Event Currency,Baseline Price,Event Savings,Awarded Savings
297,Main Event_ITL_Repair Charges of Mazak HCN 6000 Spindle_Reverse Auction_24th Apr'24,Manufacturing equipment maintenance & repair services,Industrial Production & Manufacturing Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,24-Apr-2024,01:06 PM,24-Apr-2024,01:08 PM,24-Apr-2024,04:10 PM,24-Apr-2024,03:30 PM,-,INR,752720,0,-
298,Main Event_ITL_SS Fittings_Reverse Auction_24th Apr'24,Hardware & fittings,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,24-Apr-2024,01:10 PM,24-Apr-2024,01:17 PM,24-Apr-2024,04:18 PM,24-Apr-2024,03:30 PM,-,INR,5983,25,-
299,Main Event_ITL_Export by Sea-Hungry Koper 40'HC-SE240907_Reverse Auction_24th Apr'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,24-Apr-2024,01:30 PM,24-Apr-2024,01:34 PM,24-Apr-2024,04:40 PM,24-Apr-2024,04:00 PM,-,INR,270970,14450,-
300,Main Event_ITL_Steel 26MT_Reverse Auction_24th Apr'24,Raw materials,Paper Materials & Products,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,24-Apr-2024,02:38 PM,24-Apr-2024,02:58 PM,24-Apr-2024,05:25 PM,24-Apr-2024,04:30 PM,-,INR,822.2,27.82,-
301,Main Event_ITL_Wooden Scrap 01.05.2024 to 31.10.2024_Forward Auction_25th Apr'24,Non metallic waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,24-Apr-2024,10:52 PM,25-Apr-2024,11:00 AM,25-Apr-2024,12:49 PM,25-Apr-2024,12:00 PM,-,INR,5.2,1.5,-
302,Main Event_ITL_Dry Gatta Scrap 01.05.2024 to 31.07.2024_Forward Auction_25th Apr'24,Non metallic waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,24-Apr-2024,11:18 PM,25-Apr-2024,11:00 AM,25-Apr-2024,03:56 PM,25-Apr-2024,02:30 PM,-,INR,12,2.91,-
303,Main Event_ITL_Granite Stone Work at New Canteen_Reverse Auction_25th Apr'24,Civil engineering,Engineering & Research & Technology Based Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,25-Apr-2024,11:43 AM,25-Apr-2024,11:46 AM,25-Apr-2024,02:48 PM,25-Apr-2024,02:00 PM,-,INR,191800,0,-
304,Main Event_ITL_Gear Cutting Tools_Reverse Auction_25th Apr'24,Cutting tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,25-Apr-2024,12:16 PM,25-Apr-2024,12:29 PM,25-Apr-2024,03:51 PM,25-Apr-2024,03:00 PM,-,INR,198000,20700,-
305,"Main Event_ITL_EN, SAE & 20MNCR5 Material_Reverse Auction_25th Apr'24",Base Metals,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,25-Apr-2024,12:57 PM,25-Apr-2024,01:03 PM,25-Apr-2024,04:19 PM,25-Apr-2024,03:30 PM,-,INR,1003,1,-
306,Main Event_ITL_Metal Scrap (01.05.24 to 31.05.24)_Forward Auction_26th Apr'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Apr-2024,01:21 PM,26-Apr-2024,01:26 PM,26-Apr-2024,04:25 PM,26-Apr-2024,03:00 PM,-,INR,286,33.37,-
307,Main Event_ITL_D2 & EN Material for Tool Room_Sonalika Inds_Reverse Auction_26th Apr'24,Base Metals,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Apr-2024,01:28 PM,26-Apr-2024,01:33 PM,26-Apr-2024,04:23 PM,26-Apr-2024,03:30 PM,-,INR,3186,153,-
308,Main Event_ITL_Export by Sea & Air-SE240949 & AE31129_Reverse Auction_26th Apr'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,26-Apr-2024,01:36 PM,26-Apr-2024,01:45 PM,26-Apr-2024,04:49 PM,26-Apr-2024,04:00 PM,-,INR,659675,5444,-
309,Main Event_ITL_Exide Battery 48V 400AH for Electric Forklift_Reverse Auction_29th Apr'24,Batteries & cells & accessories,Power Generation & Distribution Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,29-Apr-2024,09:58 AM,29-Apr-2024,10:00 AM,29-Apr-2024,12:10 PM,29-Apr-2024,11:30 AM,-,INR,128500,0,-
310,Main Event_ITL_Ransburg Air Cap for Paint Robot Electrostatic Gun_Reverse Auction_29th Apr'24,Machine tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,29-Apr-2024,10:16 AM,29-Apr-2024,10:18 AM,29-Apr-2024,12:40 PM,29-Apr-2024,12:00 PM,-,INR,157092,5892,-
311,Main Event_ITL_Supply & Erection PEB Work for Tractor Storage-01 at ITL_Reverse Auction_29th Apr'24,Civil engineering,Engineering & Research & Technology Based Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,29-Apr-2024,10:22 AM,29-Apr-2024,10:35 AM,29-Apr-2024,01:14 PM,29-Apr-2024,12:30 PM,-,INR,36052846,0,-
312,Main Event_ITL_Die & Mould STD Parts_Reverse Auction_29th Apr'24,Completion tools & equipment,Mining & Well Drilling Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,29-Apr-2024,10:44 AM,29-Apr-2024,10:58 AM,29-Apr-2024,04:10 PM,29-Apr-2024,03:00 PM,-,INR,37855.91,3.69,-
313,Main Event_ITL_High Rise Racks (G+7)_Reverse Auction_29th Apr'24,Shelving & storage,Material Handling & Conditioning & Storage Machinery & their Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,29-Apr-2024,11:00 AM,29-Apr-2024,11:10 AM,29-Apr-2024,04:08 PM,29-Apr-2024,03:00 PM,-,INR,13116499,467499,-
314,Main Event_ITL_Export by Air-AE31130 & AE31131_Reverse Auction_29th Apr'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,29-Apr-2024,01:43 PM,29-Apr-2024,03:41 PM,29-Apr-2024,05:10 PM,29-Apr-2024,04:30 PM,-,INR,573012,48199,-
315,Main Event_ITL_Atlas Copco Air Compressor Spares & Services_Reverse Auction_30th Apr'24,Compressors,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,30-Apr-2024,11:30 AM,30-Apr-2024,11:40 AM,30-Apr-2024,01:27 PM,30-Apr-2024,12:30 PM,-,INR,177290.2,10790.2,-
316,Main Event_ITL_Blanking+Piercing Dies_Reverse Auction_30th Apr'24,Metal fabricating dies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,30-Apr-2024,11:46 AM,30-Apr-2024,11:54 AM,30-Apr-2024,04:21 PM,30-Apr-2024,03:00 PM,-,INR,2222076,27566,-
317,Main Event_ITL_MS Fittings for R&D Noida_Reverse Auction_30th Apr'24,Hardware & fittings,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,30-Apr-2024,01:20 PM,30-Apr-2024,01:37 PM,30-Apr-2024,04:10 PM,30-Apr-2024,03:30 PM,-,INR,40963.09,0,-
318,"Main Event_ITL_Angle, Flat & Channel 271 MT_Reverse Auction_1st May'24",Raw materials,Paper Materials & Products,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,01-May-2024,02:41 PM,01-May-2024,03:03 PM,01-May-2024,04:48 PM,01-May-2024,04:00 PM,-,INR,1384.8,1.14,-
319,Main Event_ITL_Export by Sea-DAP Adairsville FCL 40'HC-SE240972_Reverse Auction_1st May'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,01-May-2024,02:44 PM,01-May-2024,03:03 PM,01-May-2024,05:02 PM,01-May-2024,04:00 PM,-,INR,383035,35610,-
320,Main Event_ITL_Servers & Library Tape_Reverse Auction_1st May'24,Media storage device accessories,Information Technology Broadcasting & Telecommunications,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,01-May-2024,03:09 PM,01-May-2024,03:16 PM,01-May-2024,05:45 PM,01-May-2024,04:30 PM,-,INR,2472084,228084,-
321,Main Event_ITL_Scrap FIP Assy 536 Nos_Forward Auction_1st May'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,01-May-2024,03:22 PM,01-May-2024,03:29 PM,01-May-2024,05:40 PM,01-May-2024,05:00 PM,-,INR,1340000,173200,-
322,Main Event_ITL_Civil Work for Washroom at Press Shop_Reverse Auction_2nd May'24,Civil engineering,Engineering & Research & Technology Based Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,10:43 AM,02-May-2024,10:46 AM,02-May-2024,11:40 AM,02-May-2024,11:00 AM,-,INR,176370,600,-
323,Main Event_ITL_Fabricated Mesh Seating Stool_Reverse Auction_2nd May'24,Manufacturing tables & stands,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,10:58 AM,02-May-2024,11:00 AM,02-May-2024,12:38 PM,02-May-2024,11:30 AM,-,INR,175000,42500,-
324,Main Event_ITL_Flat Trolley & MS Cage Bin_Reverse Auction_2nd May'24,Manufacturing tables & stands,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,11:32 AM,02-May-2024,11:37 AM,02-May-2024,12:40 PM,02-May-2024,12:00 PM,-,INR,530000,5500,-
325,Main Event_ITL_Maharashtra Point of Sale Marketing (POSM)_Reverse Auction_2nd May'24,Print advertising,Editorial & Design & Graphic & Fine Art Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,12:49 PM,02-May-2024,12:53 PM,02-May-2024,04:03 PM,02-May-2024,03:00 PM,-,INR,2677620,7695,-
326,Main Event_ITL_P20 Machined Plate_Reverse Auction_2nd May'24,Base Metals,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,01:10 PM,02-May-2024,01:12 PM,02-May-2024,04:36 PM,02-May-2024,03:30 PM,-,INR,107840.05,17340.05,-
327,Main Event_ITL_Export by Sea & Air-SE240974 & AE31134_Reverse Auction_2nd May'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,02:38 PM,02-May-2024,02:49 PM,02-May-2024,05:01 PM,02-May-2024,04:00 PM,-,INR,578002,17745,-
328,Main Event_ITL_Propane Gas_Reverse Auction_2nd May'24,Industrial use gases,Chemicals including Bio Chemicals & Gas Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,03:01 PM,02-May-2024,03:03 PM,02-May-2024,05:10 PM,02-May-2024,04:30 PM,-,INR,14471100,1260,-
329,Main Event_ITL_Cut Wire Shots_Reverse Auction_2nd May'24,Soldering & brazing & welding machinery & supplies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,02-May-2024,03:23 PM,02-May-2024,03:25 PM,02-May-2024,05:50 PM,02-May-2024,05:00 PM,-,INR,873000,36000,-
330,Main Event_ITL_Soundproofing Gypsum Partition Work_Reverse Auction_3rd May'24,Home & interior design instructional materials,Musical Instruments & Games & Toys & Arts & Crafts & Educational Equipment & Materials & Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,03-May-2024,10:28 AM,03-May-2024,10:31 AM,03-May-2024,11:40 AM,03-May-2024,11:00 AM,-,INR,378790,16870,-
331,Main Event_ITL_FRP in Gutter at Power Train Area_Reverse Auction_3rd May'24,Roofing & siding & sheet metal work,Building & Construction & Maintenance Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,03-May-2024,10:34 AM,03-May-2024,10:37 AM,03-May-2024,12:10 PM,03-May-2024,11:30 AM,-,INR,123200,0,-
332,Main Event_ITL_Delta VFD_Reverse Auction_3rd May'24,Electrical components,Commercial & Military & Private Vehicles & their Accessories & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,03-May-2024,10:44 AM,03-May-2024,10:49 AM,03-May-2024,01:10 PM,03-May-2024,12:30 PM,-,INR,380347.5,3530.5,-
333,Main Event_ITL_AVL Test Bed Spares Noida R&D_Reverse Auction_3rd May'24,Machine tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,03-May-2024,12:59 PM,03-May-2024,01:04 PM,03-May-2024,04:10 PM,03-May-2024,03:30 PM,-,INR,296913,914.5,-
334,Main Event_ITL_PAN Mixture 200Kg for Foundry Plant_Reverse Auction_3rd May'24,Foundry supplies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,03-May-2024,01:17 PM,03-May-2024,01:19 PM,03-May-2024,04:40 PM,03-May-2024,04:00 PM,-,INR,195000,0,-
335,Main Event_ITL_Export by Air-AE31135 & AE31136_Reverse Auction_3rd May'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,03-May-2024,01:22 PM,03-May-2024,01:31 PM,03-May-2024,05:01 PM,03-May-2024,04:00 PM,-,INR,613445,70745,-
336,Main Event_ITL_Commercial LPG Cylinder 19Kg_Reverse Auction_3rd May'24,Industrial use gases,Chemicals including Bio Chemicals & Gas Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,03-May-2024,01:34 PM,03-May-2024,01:36 PM,03-May-2024,05:12 PM,03-May-2024,04:30 PM,-,INR,543837,92337,-
337,Main Event_ITL_Exide Traction Battery 48V 400AH_Reverse Auction_4th May'24,Batteries & cells & accessories,Power Generation & Distribution Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,04-May-2024,10:33 AM,04-May-2024,10:36 AM,04-May-2024,12:18 PM,04-May-2024,11:30 AM,-,INR,194500,1500,-
338,Main Event_ITL_Exide Battery 12V 42AH for Laser Machine_ICML Amb_Reverse Auction_4th May'24,Batteries & cells & accessories,Power Generation & Distribution Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,04-May-2024,10:56 AM,04-May-2024,10:59 AM,04-May-2024,12:55 PM,04-May-2024,12:00 PM,-,INR,106400,1760,-
339,Main Event_ITL_Steel Shots_Sonalika Inds_Reverse Auction_6th May'24,Soldering & brazing & welding machinery & supplies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,11:05 AM,06-May-2024,11:07 AM,06-May-2024,01:14 PM,06-May-2024,12:30 PM,-,INR,450750,0,-
340,Main Event_ITL_Photocopy Contract_Reverse Auction_6th May'24,Printer & facsimile & photocopier supplies,Office Equipment & Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,11:16 AM,06-May-2024,11:20 AM,06-May-2024,04:04 PM,06-May-2024,03:00 PM,-,INR,3909756.08,764429.5,-
341,Main Event_ITL_Roof Sheet Replacement Work at Solis Plant_Reverse Auction_6th May'24,Roofing & siding & sheet metal work,Building & Construction & Maintenance Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,11:23 AM,06-May-2024,11:25 AM,06-May-2024,04:39 PM,06-May-2024,03:30 PM,-,INR,14952244,322244,-
342,Main Event_ITL_Face Recognition Machines_Reverse Auction_6th May'24,Security & control equipment,Defense & Law Enforcement & Security & Safety Equipment & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,11:31 AM,06-May-2024,12:59 PM,06-May-2024,04:40 PM,06-May-2024,04:00 PM,-,INR,1887500,26250,-
343,Main Event_ITL_Baler's Main Chassis Fixtures_Sonalika Inds_Reverse Auction_6th May'24,Special tooling fixtures,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,11:46 AM,06-May-2024,11:51 AM,06-May-2024,05:35 PM,06-May-2024,04:30 PM,-,INR,951517,97218,-
344,Main Event_ITL_Dunlop Make Conveyor Belt for Dras Plant_Reverse Auction_7th May'24,Conveyors & accessories,Material Handling & Conditioning & Storage Machinery & their Accessories & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,07:09 PM,06-May-2024,07:35 PM,07-May-2024,11:40 AM,07-May-2024,11:00 AM,-,INR,218000,0,-
345,Main Event_ITL_CNC Bore Grinding Machine_Reverse Auction_7th May'24,Grinding & sanding & polishing equipment & supplies,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,07:22 PM,06-May-2024,07:35 PM,07-May-2024,12:40 PM,07-May-2024,12:00 PM,-,INR,7000000,0,-
346,Main Event_ITL_Baler Welding Fixture-10007543_Sonalika Inds_Reverse Auction_7th May'24,Special tooling fixtures,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,07:26 PM,06-May-2024,07:34 PM,07-May-2024,01:10 PM,07-May-2024,12:30 PM,-,INR,164417,577,-
347,Main Event_ITL_HR Sheets (311 MT)-Cost Engg. Department_Reverse Auction_7th May'24,"Sheet
Plate",Structures & Building & Construction & Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,07:38 PM,07-May-2024,11:00 AM,07-May-2024,03:13 PM,07-May-2024,02:00 PM,-,INR,2632.82,12.15,-
348,Main Event_ITL_Hydraulic Fixture for Rear Cover & Differential Hsg_Reverse Auction_7th May'24,Hydraulic systems & components,Commercial & Military & Private Vehicles & their Accessories & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,07:48 PM,07-May-2024,10:43 AM,07-May-2024,04:17 PM,07-May-2024,03:00 PM,-,INR,8496784,979924,-
349,Main Event_ITL_ZWCAD Professional 2024 Perpetual Network & Floating License_Reverse Auction_7th May'24,Software maintenance & support,Engineering & Research & Technology Based Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,06-May-2024,07:56 PM,07-May-2024,10:43 AM,07-May-2024,04:17 PM,07-May-2024,03:30 PM,-,INR,388000,4000,-
350,Main Event_ITL_Export by Air-TURKEY IZMIR CIF 443 Kg-AE31140_Reverse Auction_7th May'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,07-May-2024,02:14 PM,07-May-2024,02:16 PM,07-May-2024,04:43 PM,07-May-2024,04:00 PM,-,INR,216014,7894,-
351,Main Event_ITL_Sonalika Tiger T-Shirt-Annual Rate Card_Reverse Auction_8th May'24,Tshirts,Apparel & Luggage & Personal Care Products,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,07-May-2024,06:35 PM,08-May-2024,09:29 AM,08-May-2024,11:44 AM,08-May-2024,11:00 AM,-,INR,470,3,-
352,Main Event_ITL_Repairing of RTV Frame Welding Fixture_Sonalika Inds_Reverse Auction_8th May'24,Manufacturing equipment maintenance & repair services,Industrial Production & Manufacturing Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,07-May-2024,06:46 PM,08-May-2024,09:30 AM,08-May-2024,12:33 PM,08-May-2024,11:30 AM,-,INR,180000,76000,-
353,Main Event_ITL_Retro-fitment of Machines_Reverse Auction_8th May'24,Manufacturing equipment maintenance & repair services,Industrial Production & Manufacturing Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,07-May-2024,06:55 PM,08-May-2024,09:31 AM,08-May-2024,01:10 PM,08-May-2024,12:30 PM,-,INR,7818435,1250,-
354,Main Event_ITL_Machine Shifting 10 Nos_Reverse Auction_8th May'24,Aerial lifts,Building & Construction Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,07-May-2024,07:39 PM,08-May-2024,09:32 AM,08-May-2024,02:40 PM,08-May-2024,02:00 PM,-,INR,353000,8500,-
355,Main Event_ITL_SPM Machines for Rear Cover & Differential Hsg_Reverse Auction_8th May'24,Assembly machines,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-May-2024,09:49 AM,08-May-2024,09:57 AM,08-May-2024,03:40 PM,08-May-2024,03:00 PM,-,INR,4812005,0,-
356,Main Event_ITL_Injection Moulds & Receiver Gauges Joystick Cover_Reverse Auction_8th May'24,Injection moldings,Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-May-2024,10:03 AM,08-May-2024,10:05 AM,08-May-2024,04:11 PM,08-May-2024,03:30 PM,-,INR,7750000,0,-
357,Main Event_ITL_Export by Air- BRAZIL GRU CPT 1565Kg-AE31139_Reverse Auction_8th May'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-May-2024,12:55 PM,08-May-2024,12:58 PM,08-May-2024,04:43 PM,08-May-2024,04:00 PM,-,INR,785075,45690,-
358,Main Event_ITL_CCTV Setup for Main Store_Reverse Auction_9th May'24,Cameras,Printing & Photographic & Audio & Visual Equipment & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-May-2024,06:37 PM,09-May-2024,08:37 AM,09-May-2024,12:23 PM,09-May-2024,11:30 AM,-,INR,431665,115,-
359,Main Event_ITL_Valve Proportional for Promix Fluid-Graco Henkel_Reverse Auction_9th May'24,Machine tools,Industrial Manufacturing & Processing Machinery & Accessories,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-May-2024,06:43 PM,09-May-2024,08:37 AM,09-May-2024,01:10 PM,09-May-2024,12:30 PM,-,INR,158692.72,0.72,-
360,Main Event_ITL_ERW Pipe 230 MT-Rotavator_Raw Material_Reverse Auction_9th May'24,Pipe,Distribution & Conditioning Systems & Equipment & Components,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,08-May-2024,06:54 PM,09-May-2024,09:15 AM,09-May-2024,01:27 PM,09-May-2024,12:30 PM,-,INR,867.5,17.55,-
361,"Main Event_ITL_Export by Air & Sea-AE31142, SE241038, SE241050, SE241051_Reverse Auction_9th May'24",Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,09-May-2024,02:08 PM,09-May-2024,02:49 PM,09-May-2024,04:58 PM,09-May-2024,04:00 PM,-,INR,1033125,5600,-
362,Main Event_ITL_Scrap Rims & Scrap Damaged Driver Seat_Forward Auction_10th May'24,"Metal waste & scrap
Non metallic waste & scrap
Metal waste & scrap
Non metallic waste & scrap",Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,09-May-2024,07:01 PM,10-May-2024,08:45 AM,10-May-2024,12:14 PM,10-May-2024,11:30 AM,-,INR,488085,14000,-
363,Main Event_ITL_Solis Office Furniture_Reverse Auction_10th May'24,Office furniture,Furniture & Furnishings,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,10-May-2024,08:53 AM,10-May-2024,08:57 AM,10-May-2024,12:55 PM,10-May-2024,12:00 PM,-,INR,424490,47376,-
364,Main Event_ITL_Injection Moulds & Receiver Gauges Joystick Cover_Reverse Auction_10th May'24,Injection moldings,Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,10-May-2024,09:38 AM,10-May-2024,09:40 AM,10-May-2024,01:29 PM,10-May-2024,12:30 PM,-,INR,7560000,0,-
365,Main Event_ITL_Semi-Automatic Loctite Dispensing Equipment_Reverse Auction_10th May'24,Other adhesives & sealants,Manufacturing Components & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,10-May-2024,09:46 AM,10-May-2024,09:48 AM,10-May-2024,03:40 PM,10-May-2024,03:00 PM,-,INR,1318445,0,-
366,Main Event_ITL_Coolant Mixing & Oil Dispensing System_Reverse Auction_10th May'24,Dispensing tools,Tools & General Machinery,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,10-May-2024,10:05 AM,10-May-2024,10:07 AM,10-May-2024,05:12 PM,10-May-2024,03:30 PM,-,INR,6500000,335000,-
367,Main Event_ITL_Export by Sea-Puerto Cabello & La GUIARA Venezuela 40'HC-SE241064_Reverse Auction_10th May'24,Transport arrangements,Transportation & Storage & Mail Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,10-May-2024,02:03 PM,10-May-2024,02:20 PM,10-May-2024,04:40 PM,10-May-2024,04:00 PM,-,INR,404940,0,-
368,Main Event_ITL_Scrap Engines-Apx. 238 Nos_Forward Auction_11th May'24,Metal waste & scrap,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,11-May-2024,10:25 AM,11-May-2024,10:29 AM,11-May-2024,12:23 PM,11-May-2024,11:30 AM,-,INR,70,14.5,-
369,Main Event_ITL_Civil Work for Washroom at Solis Plant_Reverse Auction_13th May'24,Civil engineering,Engineering & Research & Technology Based Services,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,13-May-2024,01:13 PM,13-May-2024,01:15 PM,13-May-2024,02:40 PM,13-May-2024,02:00 PM,-,INR,556275,0,-
370,Main Event_ITL_Environmental Consultancy_Reverse Auction_13th May'24,Water treatment & supply equipment,Cleaning Equipment & Supplies,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,13-May-2024,01:25 PM,13-May-2024,01:27 PM,13-May-2024,03:40 PM,13-May-2024,03:00 PM,-,INR,250000,0,-
371,Main Event_ITL_Hitachi M2 Blocks_Sonalika Inds_Reverse Auction_13th May'24,Base Metals,Mineral & Textile & Inedible Plant & Animal Materials,No,Auction,,Bhupender Kaushik,Bhupender Kaushik,Analyze & Award,13-May-2024,01:31 PM,13-May-2024,01:34 PM,13-May-2024,04:10 PM,13-May-2024,03:30 PM,-,INR,393095,0,-
